function,name,d,q,GRH,t,|D|,S0_re,S0_im,abs_S0,S1_re,S1_im,abs_S1,S2_re,S2_im,abs_S2,S3_re,S3_im,abs_S3,S4_re,S4_im,abs_S4,S5_re,S5_im,abs_S5,S6_re,S6_im,abs_S6,S7_re,S7_im,abs_S7
F14,L(chi_7)+c*L(chi_11),1,77,False,16392.160000023254,22.12935951758428,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.758326916784042,-0.050182523715207615,5.758545577335134,6.938447973644995,-2.3475824240711343,7.32483470945154,5.112307668764349,-0.8613033487101356,5.18435465208603,2.854289376210351,0.27384437182528193,2.867395784179027,0.8214580724336352,-0.17895157182753665,0.8407241104107397,0.02649521182718812,-0.03792123724222327,0.0462603121881873,0.00018801071414756724,-0.0006218158908446941,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,13155.57000001148,21.909770594978852,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.300479729696767,1.6485027648383261,4.605614754971629,6.87936873875163,0.7752933756039216,6.922918030857256,4.682764532572786,0.6004512291736791,4.721104250716966,4.251228458453281,-0.24882849342467836,4.258504317844829,1.1606938440545675,-0.4376253347503597,1.2404540028721474,0.11281602838726476,0.005549008819899366,0.11295241369691686,-0.0004443381100286573,-0.00047388466393988684,0.0006496176034724263
F14,L(chi_7)+c*L(chi_11),1,77,False,11496.880000005445,21.533871415008868,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.0452831700113325,0.23742919645788013,4.0522448777076105,6.886984524083616,0.5116304208525089,6.90596275131201,5.466242768663634,-1.3936396657269006,5.641102864144108,3.333441340955488,0.14431454796421378,3.336563780649972,1.3249329864886454,0.12400460772950578,1.33072332264219,0.08340776352425454,0.016684416988317463,0.08506012453763527,-0.0006057415266057264,-0.00023469178444637296,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,14533.630000016494,21.356869859780087,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.9833162368449075,1.6576491529916615,5.25178459486069,8.642209399923724,0.476124317633649,8.655314995883861,4.799586282598934,0.8111622153626475,4.867649599523768,2.4687092340308285,-0.873413554757868,2.618659298156951,0.05299178815216656,-0.5026480084192145,0.5054336256912146,-0.04282914379818202,-0.011536829472370017,0.04435576617261727,0.00043322110157928645,0.00048406870161960317,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,12702.770000009832,21.247427550312455,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.368800007025209,0.9787260438431238,5.457281208104517,6.385165533214803,0.6336489223697783,6.41652942355715,3.677278949486331,2.4391910066751405,4.412712684888987,3.4372320857040095,0.3862748130814145,3.458868693982791,1.3930392377008596,0.2029088161421975,1.4077394309467999,0.06282722600010962,0.029841713225412913,0.06955421033335533,0.00026204165549427596,0.0005944217370916696,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,19909.27000003605,20.988775897614182,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.603030295288351,0.9361863755166064,5.680703602514567,6.726692017826302,0.17907938124852302,6.729075339708752,4.817358767390716,2.7805283157804537,5.562219270094724,3.0164362795969137,-0.7060344273726241,3.0979626275189087,0.3004394135557874,-0.6658317060106612,0.730476352763601,-0.01873496445287943,-0.054521956943609895,0.057651042332394195,8.386637629186094e-05,-0.0006441812335584845,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,14905.280000017845,20.87250923107332,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.368597997809772,1.1188799698031386,5.483952666545707,5.859333035749483,-2.0425597091672056,6.2051457508537595,3.924557260394789,-0.522635029860204,3.9592040948345195,3.6314416699699494,-0.15710434103664325,3.6348384250701833,1.5185782693156407,0.06660705741658318,1.5200383087723093,0.12451914626169118,-0.013374565144720551,0.12523536552647904,-0.0004963740398432405,0.00041906544036816006,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,14733.11000001722,20.576284400863127,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.946879639791685,2.3549645810525175,5.478820707834614,7.036498254156144,1.5850613798802422,7.212816874060392,3.648879294758777,0.9884280096833856,3.78038490607054,3.0552966116336364,1.0028354086578908,3.215667308960617,0.6962915449034374,-0.20397020107647768,0.7255520370250463,-0.003868613256325236,-0.07688588547108428,0.07698315109944322,-0.0006483856311438992,-3.9988799274123026e-05,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,10645.110000002347,20.535296970635684,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.14820768946669,1.524563746730872,4.419493370602184,8.499392790732738,-1.0350692978732006,8.562187002311932,2.669420391374972,-3.4374193765460417,4.352201419528132,2.345608758725463,0.9594810229431664,2.5342620784752454,2.306199969995721,0.4459787752129447,2.348926429147729,0.127941280953011,0.10368426183340042,0.16467968157558002,-0.0004803007223741812,0.000437394840879609,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,17832.900000028498,20.414661728355075,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.676471465284782,1.3375511540438163,4.8639930566672005,2.8555111521502496,2.3709084559384244,3.711489033594842,5.821905890489113,3.398949072624929,6.741471871632314,3.8798562711111955,0.5635118722014462,3.920565050422305,1.2144680094799267,-0.05994197477423417,1.2159463748002912,0.11995272807598494,-0.09105917606297328,0.15060023412378465,-6.443456167608052e-05,-0.0006464141226821009,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,14424.660000016096,20.41391935428215,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.412291297472599,1.3991180514327957,5.5902082618219815,5.335359953596701,1.7191399653961215,5.605489100432322,5.805782926502711,1.307943088850778,5.951288138995027,2.837589984920105,-0.8353432256710075,2.957991755768316,0.4438273976631007,-0.5601338623172217,0.7146556531860699,-0.03752749451582119,-0.05496902255674515,0.06655754116160653,-0.0006098140407355114,-0.00022389699967415117,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,15739.53000002088,20.22145523182781,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.1462762522338235,0.024843900540734855,4.146350682133897,5.326980123542402,0.5223660490959051,5.3525305721559295,3.7985923099290635,3.192651187232167,4.962088788039487,3.0081640386735313,0.6029981787596705,3.068005490079203,2.553143801634659,0.9829649589109691,2.7358295601649463,0.20885950737762424,0.21449493180229484,0.2993833154851736,-5.253941590399754e-05,-0.0006474894906619918,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,15603.210000020385,20.06116887794946,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.407296404013528,0.3612970884879718,5.419353281251142,5.038649343180358,-0.5472387520050691,5.068279536018896,6.36136968412659,0.24255188685861415,6.365992120317422,2.745500426238608,-0.11388736808566664,2.7478615181784285,0.0744024608700931,-0.05702430890771176,0.093741655574925,0.04200532354212883,0.08707014418464223,0.09667293941022642,-3.795311389965828e-06,-0.0006496065165565321,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,13881.21000001412,19.6686472409902,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.029236107350498,1.2720886014624135,4.2252754961951995,6.445748008818424,2.010545520107809,6.752033818162662,4.438844838077822,0.16142311449963495,4.441779026293957,2.7921688645111615,0.22577481905235502,2.801282070207081,1.1008795032640823,0.37426002263653957,1.1627580338363077,0.0381131362599521,0.008159009862795951,0.03897666734741283,-0.00048280116090628617,-0.0004346332589307924,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,17633.480000027772,19.54235518185152,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.921270764880961,1.7964047960900749,5.238890734944514,5.35758117344029,-0.46665877919039195,5.377866347000202,4.815661640974214,3.2550670684462024,5.812577626185599,3.8375366519204266,-0.9224321346722213,3.946842864608191,-0.11304610573429394,-0.20736404994153412,0.23617635620409644,0.009291700263369916,0.028657149446784637,0.03012586775845067,9.165100623458131e-05,0.0006431198362649433,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,16872.230000025,19.49523587622269,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.193563525862743,1.5489537590953097,5.419627279157426,4.068216234220905,3.2783057093180026,5.224717375334817,5.114887517476016,2.2316607647024416,5.580536182585348,3.106222560008925,-0.12689376980984998,3.1088133783044865,0.5716828613710567,-0.5208050822074743,0.7733428913738931,-0.031190887230264162,-0.061841275001218755,0.06926192850323631,0.0003038615140609286,-0.0005741700192572396,0.0006496176034724267
F14,L(chi_7)+c*L(chi_11),1,77,False,12811.90000001023,19.372274731327458,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.9405187023379105,-0.533623996663209,4.9692534266190815,4.820949419375027,-0.7790825379744016,4.883494947795999,5.75304948115951,-0.48769822516925443,5.773684083105254,3.0362038957882316,0.58038637970726,3.0911781648021086,0.4323310907961327,0.684018496868341,0.8091918660781253,-0.0063106530553496305,0.08593151413691712,0.08616292395136195,-0.0005552141118493295,0.0003372540892926563,0.0006496176034724267
F14,L(chi_7)+c*L(chi_11),1,77,False,13572.770000012997,19.36543877750233,0.39193815219266714,0.048773370997570224,0.39496120931386275,6.318435053330867,0.5579979477598213,6.343026346537148,3.1548741827511146,-0.2308476298019213,3.1633086692851644,4.912116666321298,2.7244209095997163,5.617059678890336,3.142846333104297,-0.8419702561026233,3.2536743822436573,1.1576778225583921,0.300198198366717,1.195966930623988,0.11628067241840648,0.014840968944646727,0.11722392732412922,-0.0004107288745998293,-0.0005032939720592891,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,11805.360000006567,19.35375082179475,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.872390845181159,0.14013543066667491,4.874405654757645,6.852052842129209,-0.9513722899406287,6.917784138392714,3.147313258745758,-0.6995138692415556,3.2241123432563783,3.2960043916246793,0.4427927200854077,3.325614280485608,0.8035212972791548,0.7540960534776115,1.1019561393502395,-0.010141535202218622,0.041784119080040164,0.04299724809278863,-0.0006142843407653007,0.00021132387331250244,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,18050.53000002929,19.277913190109768,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.172876045476683,2.1761487252487393,4.706221176837617,3.958059126181863,2.270388531394188,4.56299201509687,4.817233680463175,2.3012986627238727,5.338699829288351,3.390051263847003,0.4646988153594804,3.42175284912677,1.1056569834856889,0.004788800557857794,1.1056673540181312,0.05156361890397836,-0.07550225049157214,0.09142973599309373,-0.0005958129310409544,-0.0002588628632029817,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,15013.75000001824,19.185591675380994,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.47748863467293,3.896188026034034,5.222375737008051,7.839417383717786,3.4511296108038687,8.565439889854103,3.0807052273774205,0.08093802742130196,3.081768268749845,2.1317058253617147,0.9591234077842472,2.33753875630774,0.36530874819330383,-0.08834146963832891,0.3758386578898164,0.00174477015783599,-0.0305695661612009,0.03061931740238038,0.0006103624498645089,0.00022239764058247952,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,15123.020000018638,19.013701863951166,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.8302265702672873,-0.7975276754829471,3.9123760009414665,5.3600301525398155,-1.1781990092957444,5.4879938175658936,5.061649229032637,-0.4659389197106836,5.083049477889021,3.5277338642094294,0.08462327328462797,3.52874868970169,0.7237956824335892,0.35744733707072984,0.8072476625475363,0.021841167909104356,0.04421522969891771,0.049315546767340464,0.0006443854872392369,-8.2282285922973e-05,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,19491.91000003453,18.80812425524381,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.9629190131855108,0.9169701349237909,4.067623548634924,6.206821277888616,2.446427961442197,6.671554552439566,5.944975654986523,0.21561758994146676,5.948884473871938,1.9381219977861859,-0.4180511177195578,1.9826960471361432,0.03971738795827898,0.26277638774142964,0.26576098445908614,-0.003490421623136294,0.01697635305060273,0.0173314628928422,0.0005050193496214944,0.00040860553991489343,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,10844.480000003072,18.62516485013652,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.458624246333932,0.3735680837498013,4.474246672144186,6.960212143794703,1.663005129058066,7.156125987285347,5.187420419307122,0.6739173387346995,5.23101282603013,1.6149064926814007,-0.5923385159510627,1.7201127572294936,-0.10891168850826663,-0.1180963990712392,0.16065028903589026,0.005622853249320334,0.015047769828126962,0.01606399251318552,0.0006495709268902751,-7.787276813348622e-06,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,12937.900000010688,18.605562307321186,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.364482249802964,1.884196556211781,4.753830242161102,5.271666850756301,0.16903525554956955,5.274376200365458,3.2870728076980043,1.129088569287074,3.4755846472791267,3.434202103397605,0.5749960608979545,3.4820058238074068,1.3417079325119368,-0.0763991045303524,1.3438813189186372,0.14501261403282575,-0.042214113941441596,0.15103208150752045,0.0004905818424907352,-0.000425831523680028,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,17570.58000002754,18.585029493702855,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.476167333600562,-0.7320723456240074,4.535637101623123,5.328413200620788,-0.18113337590146875,5.3314910237583,5.440617844491421,0.6117266658324952,5.4749001857101485,2.4028228121977273,0.4392151442410868,2.442635341132301,0.5149986440834144,-0.020841551379545187,0.515420191369781,0.029347547167339054,0.008023146740863334,0.03042448698605478,-9.371407447532434e-05,0.0006428224505930795,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,11044.180000003798,18.568021755562373,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.503203945956198,-0.06592772419289292,4.503686517031656,3.994866516840362,-1.2140630681002524,4.175273358799068,4.238894671096905,-0.47432081239876084,4.2653497237305595,3.5229725688309617,0.2815759689713746,3.5342072303470817,1.7416547997615175,0.5296913615532264,1.8204214841723996,0.15421429399855285,0.038182164838271054,0.15887078455527623,0.0005126711891590131,-0.0003989627583466183,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,15431.23000001976,18.536000542138616,0.39193815219266714,0.048773370997570224,0.39496120931386275,5.693867779053294,1.827711979043336,5.980021853110555,6.486437092187174,0.2317332962189013,6.490575203437525,3.280685138699849,2.3974938759263056,4.0633572159472005,1.919761355202828,0.31446641274866044,1.945346443612862,0.16302563617649402,-0.07424233928103308,0.1791348179240167,-0.0028088518362353104,-0.05392469898457857,0.05399780374436845,-0.0006254992474695912,0.00017536739194112973,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,17461.870000027146,18.379789484149324,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.321199880215419,-0.892898273909342,4.41248634358499,5.624917141411915,-2.5508225274644247,6.176276257938078,5.674781435017885,-1.429646258846632,5.852096441503491,1.7257224632642538,0.9093722157137447,1.950660361756236,0.20367135575610448,-0.04036400083489537,0.20763254494160857,-0.004408212709767244,-0.04927069897131493,0.049467505661964485,0.00044841238829794526,0.00047003123381557474,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,19972.72000003628,18.369546199188086,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.801795689283155,0.3166026138307648,4.812221842008404,5.459123239496318,-3.2511252801134414,6.353884019322471,3.1489200956463987,-0.49161284971803565,3.1870646310945143,3.680125607836796,0.6279210061698771,3.7333107665242036,0.8483951894069095,0.5648594884168329,1.0192353207494882,-0.06316611233446481,0.2416202079284816,0.24974043050105624,-0.0006404954345385525,-0.00010848331243343162,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,17879.400000028665,18.325177613680218,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.800940290493234,-0.8299848153729198,4.872155833574175,2.071730255195086,-3.467282713676968,4.039073614933728,4.667639754631498,-1.7377066541991473,4.980610935925872,3.4211426338178383,-1.4789761455507138,3.7271419828112404,1.3532883611624902,0.18589614214798633,1.3659966193674722,0.09769530012430654,-0.03159061007321748,0.10267588962933993,-0.0005706161854778212,0.00031048381537851445,0.0006496176034724263
F14,L(chi_7)+c*L(chi_11),1,77,False,13464.470000012603,18.263775441709594,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.855768367106929,-0.6770590993023541,4.902743666452939,2.6351913813222656,-6.19651632654954,6.733576182192502,3.9482636364510455,-0.363582780078563,3.964968875147861,3.3240775472167594,-1.5112121917780876,3.651472830035754,1.1086444428447289,0.6382619980173834,1.2792462150671549,0.13433176436440386,0.01927910754220153,0.13570816815828549,-0.0005171101985866198,-0.0003931921581860011,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,11324.610000004819,18.104380734397736,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.38539461243095,2.9380434905444317,5.278615865837266,5.7268256699773294,1.4794699022889204,5.914842639165482,3.149386624627064,1.943525659200573,3.700801007802348,3.314441695303958,-0.3908351395869709,3.3374055579005293,0.3947690770553912,-0.5975913966895334,0.716210933731476,-0.08077194381008047,-0.028073941667801708,0.08551171327733957,0.0005209623432494746,-0.00038807379151042324,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,15666.210000020614,18.097345565810578,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.681568613755287,0.46812751698793476,3.7112115043405054,4.361110693402724,0.009699977546128752,4.361121480729009,3.9748484977806275,1.4867477401382883,4.243800115829587,3.944012663837829,2.02449852297969,4.433264052823846,1.0133984240254184,0.7967912705452762,1.2891286571302172,0.03541057945699463,0.13489241547312064,0.13946280109639678,-0.0006469685784584059,5.8606221758173755e-05,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,17942.140000028892,18.09518574515443,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.8955214038859625,-0.8059021249622115,4.961411900953618,6.852117503738486,-0.6572446654607702,6.883566287566059,4.2536784621157,0.2847351855519337,4.263197694801202,1.6183262664548377,0.828640492395617,1.8181377753996821,0.06149903702203724,0.11646986666817577,0.1317093823398339,0.020997311504738724,-0.024466162861071925,0.03224097107054203,-0.00010675436809926011,-0.0006407858734655332,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,13663.450000013327,18.030577668548965,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.8753800462915455,0.6843544402981341,4.923176981963326,3.499281443063483,1.4929702858540743,3.8044619714503196,4.193621892760879,2.047631120319844,4.666825236104909,3.15347556446063,1.201488781898585,3.3746086334089815,0.9531653360643108,0.15654356671658826,0.9659348042983756,0.06205313211386867,-0.003377067648013689,0.062144957889120014,0.0005897759316606713,0.000272336889119058,0.0006496176034724267
F14,L(chi_7)+c*L(chi_11),1,77,False,19148.07000003328,17.99792733605482,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.2372112318413198,0.4343526763886017,3.266220875422472,5.444280183424856,0.3949320163150035,5.458585715470924,4.529097196884787,0.4602447472990664,4.552422063720149,3.388018944500185,0.5486761261930625,3.4321593581514205,0.8784019205410352,0.009769975238925022,0.8784562518568289,0.03509680999365965,-0.061018764500561394,0.07039229853404433,-4.7562864444872024e-05,0.0006478740654379194,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,19011.930000032786,17.997785157508297,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.952710839978448,-1.1713883087691384,5.089351160448751,3.9412701024539185,-4.25897666215591,5.802800378204115,5.2859339514733525,-1.293874010994214,5.441985639053538,2.7852929486130864,1.6474519551728755,3.2360399803149393,0.16370808296138953,0.7734553449738528,0.7905906065059937,-0.024712831849512867,0.037345178398677445,0.044781540925378414,0.0004775500113100439,-0.0004403964321370415,0.0006496176034724267
F14,L(chi_7)+c*L(chi_11),1,77,False,19429.0100000343,17.98623959631091,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.957872561014389,0.19563872557512393,4.961731032835621,5.8611958522788585,-1.430139539985604,6.033151408890808,4.842441089502482,0.8156286781106595,4.910650246745183,1.764800163420473,0.19100525340473984,1.7751063696683467,0.1618956509612689,0.05039411396049866,0.16955756698548352,0.005291803165824164,0.003035354613951532,0.006100537548303715,0.00036905862184594005,0.0005346015005426324,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,14116.140000014975,17.932058810581825,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.988404270744848,1.066261610239528,4.128472168777009,5.065130380221668,0.2579926598777249,5.0716965584698865,3.976942749295717,1.580557244117303,4.279513387420053,3.876655778304292,1.1410766305030613,4.041103302334682,0.2766156964030198,-0.36194283106106045,0.45554237613313536,-0.05185689882099189,0.07232759066072604,0.08899673210919676,1.925145720873647e-05,-0.0006493322817607322,0.0006496176034724264
F14,L(chi_7)+c*L(chi_11),1,77,False,14162.400000015143,17.587968418353437,0.39193815219266714,0.048773370997570224,0.39496120931386275,4.6522413120101564,0.0986392538638904,4.653286895042773,4.483605703975437,-4.550827981818599,6.3884861609636605,1.8402509795723236,-0.15904121682691025,1.847110656259305,3.9979192357937707,-0.37596881343988203,4.01555858687297,1.312411591624904,-0.13733373412716815,1.3195774855463114,0.14319169244306051,-0.05736895171526905,0.15425646633323645,0.000633186981197807,-0.00014518015560973497,0.0006496176034724266
F14,L(chi_7)+c*L(chi_11),1,77,False,13600.9000000131,17.555916732214882,0.39193815219266714,0.048773370997570224,0.39496120931386275,3.3304078948143725,0.579482881858895,3.3804462954186074,5.138602338684233,-1.681890845872294,5.406846660721949,3.1489764385769154,-0.6117576947269986,3.2078497607852907,3.55660335472378,-1.308453573943156,3.7896540974074484,1.8482031660421818,0.5349361145478039,1.924061222938565,-0.011542474656381816,0.12479173987364582,0.1253244072871877,-0.00038789979445461335,0.0005210919114737126,0.0006496176034724266
